payment_id,order_id,payment_method,amount,payment_status,payment_date
2448,2448,Bank Transfer,110078.21,Paid,2024-09-09
2449,2449,Mobile Money,87145.65,Paid,2024-01-12
2450,2450,Card,130843.44,Paid,2023-02-01
2451,2451,Bank Transfer,519512.8,Paid,2024-07-06
2452,2452,Card,361804.67,Paid,2023-02-04
2453,2453,Card,357556.59,Paid,2025-08-29
2454,2454,Card,99279.3,Paid,2024-01-10
2455,2455,Cash on Delivery,355597.38,Pending,2023-07-13
2456,2456,Mobile Money,89723.32,Paid,2023-06-11
2457,2457,Bank Transfer,10360.07,Paid,2026-02-15
2458,2458,Cash on Delivery,228712.05,Paid,2024-07-07
2459,2459,Cash on Delivery,118167.12,Paid,2026-01-11
2460,2460,Bank Transfer,549027.11,Paid,2023-08-05
2461,2461,Cash on Delivery,209442.62,Paid,2026-01-04
2462,2462,Cash on Delivery,140582.98,Paid,2025-05-30
2463,2463,Cash on Delivery,15931.07,Pending,2024-08-07
2464,2464,Cash on Delivery,195147.14,Paid,2024-06-06
2465,2465,Cash on Delivery,218000.29,Paid,2025-05-12
2466,2466,Bank Transfer,122277.34,Pending,2023-01-20
2467,2467,Bank Transfer,112292.66,Paid,2024-06-14
2468,2468,Cash on Delivery,242709.0,Paid,2026-02-15
2469,2469,Bank Transfer,16382.46,Pending,2023-03-08
2470,2470,Cash on Delivery,155087.63,Paid,2023-09-25
2471,2471,Bank Transfer,65901.28,Paid,2025-04-06
2472,2472,Card,85722.33,Paid,2024-02-17
2473,2473,Card,245814.56,Pending,2023-09-19
2474,2474,Cash on Delivery,137370.31,Paid,2026-01-11
2475,2475,Card,109859.06,Paid,2023-03-22
2476,2476,Bank Transfer,254864.83,Paid,2025-12-16
2477,2477,Cash on Delivery,33738.37,Paid,2023-10-31
2478,2478,Cash on Delivery,200539.61,Paid,2025-10-03
2479,2479,Card,90658.93,Paid,2023-01-04
2480,2480,Cash on Delivery,343998.43,Paid,2023-02-12
2481,2481,Card,260670.36,Paid,2024-08-20
2482,2482,Cash on Delivery,56306.11,Paid,2026-06-07
2483,2483,Mobile Money,160912.64,Paid,2026-03-09
2484,2484,Bank Transfer,144237.72,Paid,2023-01-06
2485,2485,Mobile Money,427324.84,Paid,2025-02-26
2486,2486,Mobile Money,183787.64,Paid,2024-04-26
2487,2487,Card,78710.77,Pending,2026-04-06
2488,2488,Bank Transfer,228805.11,Paid,2025-07-30
2489,2489,Card,24764.55,Failed,2024-11-20
2490,2490,Mobile Money,311928.72,Pending,2026-01-26
2491,2491,Cash on Delivery,193808.7,Paid,2024-05-16
2492,2492,Cash on Delivery,76666.91,Paid,2026-04-22
2493,2493,Bank Transfer,79096.24,Paid,2025-06-08
2494,2494,Mobile Money,177084.37,Paid,2025-07-01
2495,2495,Mobile Money,148415.53,Paid,2024-10-13
2496,2496,Mobile Money,84647.89,Paid,2025-01-26
2497,2497,Mobile Money,65153.04,Paid,2026-03-20
2498,2498,Cash on Delivery,72422.87,Paid,2024-06-16
2499,2499,Mobile Money,145015.6,Paid,2024-05-04
2500,2500,Bank Transfer,117527.95,Paid,2024-10-20
2501,2501,Cash on Delivery,75582.85,Paid,2024-05-27
2502,2502,Mobile Money,138539.47,Paid,2025-04-08
2503,2503,Mobile Money,237893.14,Paid,2023-07-15
2504,2504,Card,304377.17,Paid,2023-02-02
2505,2505,Mobile Money,189316.89,Paid,2025-11-04
2506,2506,Bank Transfer,19752.5,Paid,2025-11-17
2507,2507,Bank Transfer,41170.36,Paid,2023-01-03
2508,2508,Bank Transfer,258671.55,Paid,2023-03-10
2509,2509,Cash on Delivery,68706.58,Paid,2025-10-14
2510,2510,Bank Transfer,231165.56,Failed,2025-08-15
2511,2511,Cash on Delivery,165300.32,Paid,2024-01-30
2512,2512,Cash on Delivery,25407.13,Paid,2024-12-06
2513,2513,Bank Transfer,86782.43,Paid,2023-11-23
2514,2514,Bank Transfer,29437.07,Paid,2023-10-13
2515,2515,Mobile Money,74913.37,Paid,2023-08-26
2516,2516,Card,295617.49,Paid,2024-11-01
2517,2517,Bank Transfer,305451.6,Paid,2025-03-25
2518,2518,Card,91916.85,Paid,2026-05-17
2519,2519,Bank Transfer,34497.2,Failed,2025-04-16
2520,2520,Mobile Money,59881.11,Paid,2024-05-11
2521,2521,Mobile Money,103139.34,Paid,2023-07-03
2522,2522,Card,97744.98,Refunded,2026-03-08
2523,2523,Card,209597.61,Paid,2023-09-14
2524,2524,Mobile Money,191178.72,Paid,2025-02-05
2525,2525,Bank Transfer,210171.88,Paid,2024-10-27
2526,2526,Bank Transfer,577316.18,Pending,2024-06-13
2527,2527,Cash on Delivery,164227.56,Paid,2023-12-30
2528,2528,Card,142191.58,Paid,2024-09-06
2529,2529,Bank Transfer,304433.9,Paid,2026-06-27
2530,2530,Cash on Delivery,166489.5,Paid,2025-10-19
2531,2531,Card,269583.3,Paid,2024-09-25
2532,2532,Cash on Delivery,127252.69,Paid,2024-12-17
2533,2533,Cash on Delivery,133822.26,Paid,2025-04-19
2534,2534,Cash on Delivery,110711.17,Paid,2023-07-27
2535,2535,Bank Transfer,146671.23,Paid,2025-03-18
2536,2536,Card,96252.92,Paid,2025-05-06
2537,2537,Mobile Money,31407.98,Paid,2025-03-30
2538,2538,Card,300939.56,Paid,2026-06-26
2539,2539,Mobile Money,29996.05,Pending,2025-06-24
2540,2540,Mobile Money,48132.55,Paid,2024-08-23
2541,2541,Mobile Money,160969.63,Paid,2023-11-23
2542,2542,Card,135693.6,Pending,2023-01-31
2543,2543,Mobile Money,98759.68,Paid,2025-11-11
2544,2544,Bank Transfer,16035.1,Paid,2023-10-26
2545,2545,Mobile Money,218805.63,Paid,2024-03-05
2546,2546,Cash on Delivery,32145.53,Pending,2025-02-13
2547,2547,Card,230670.75,Paid,2023-06-27
2548,2548,Bank Transfer,87110.35,Pending,2026-05-23
2549,2549,Mobile Money,103537.18,Paid,2023-12-19
2550,2550,Cash on Delivery,110767.78,Paid,2024-07-20
2551,2551,Mobile Money,50255.96,Paid,2023-09-11
2552,2552,Card,75041.9,Paid,2024-02-05
2553,2553,Cash on Delivery,163757.21,Paid,2025-08-07
2554,2554,Cash on Delivery,379197.3,Paid,2024-04-23
2555,2555,Cash on Delivery,78240.91,Paid,2024-08-11
2556,2556,Mobile Money,40499.17,Paid,2023-05-13
2557,2557,Mobile Money,60280.1,Paid,2026-01-04
2558,2558,Bank Transfer,169532.05,Paid,2023-02-07
2559,2559,Card,172105.31,Paid,2023-03-31
2560,2560,Mobile Money,130499.42,Paid,2024-09-28
2561,2561,Mobile Money,69174.08,Paid,2024-01-17
2562,2562,Card,47735.48,Failed,2025-04-02
2563,2563,Card,70658.35,Paid,2025-05-18
2564,2564,Mobile Money,70942.04,Paid,2023-10-19
2565,2565,Cash on Delivery,220980.81,Paid,2025-02-27
2566,2566,Card,89159.79,Pending,2023-05-08
2567,2567,Cash on Delivery,38241.2,Paid,2026-04-27
2568,2568,Card,187137.46,Paid,2023-06-14
2569,2569,Cash on Delivery,21141.66,Paid,2024-03-05
2570,2570,Mobile Money,73512.03,Paid,2024-05-07
2571,2571,Bank Transfer,89897.09,Paid,2023-07-22
2572,2572,Cash on Delivery,236297.37,Paid,2026-02-10
2573,2573,Mobile Money,64394.72,Paid,2025-03-05
2574,2574,Bank Transfer,155819.73,Paid,2026-06-17
2575,2575,Card,80888.84,Paid,2026-04-06
2576,2576,Cash on Delivery,45216.85,Pending,2025-12-08
2577,2577,Card,230775.85,Paid,2023-09-04
2578,2578,Mobile Money,161470.8,Pending,2024-04-02
2579,2579,Mobile Money,66483.78,Paid,2023-02-16
2580,2580,Mobile Money,128519.4,Refunded,2025-06-27
2581,2581,Card,37423.37,Failed,2025-08-16
2582,2582,Mobile Money,301441.31,Paid,2025-08-16
2583,2583,Mobile Money,12840.5,Paid,2023-02-26
2584,2584,Cash on Delivery,286778.8,Refunded,2026-06-14
2585,2585,Mobile Money,326521.88,Paid,2024-02-20
2586,2586,Bank Transfer,126707.13,Paid,2025-02-25
2587,2587,Cash on Delivery,141269.99,Paid,2026-01-01
2588,2588,Bank Transfer,70832.11,Paid,2023-03-24
2589,2589,Bank Transfer,21865.23,Paid,2023-01-15
2590,2590,Card,392233.52,Pending,2026-01-29
2591,2591,Bank Transfer,108329.16,Failed,2023-03-06
2592,2592,Bank Transfer,126713.19,Pending,2024-08-23
2593,2593,Bank Transfer,116265.85,Failed,2025-03-20
2594,2594,Bank Transfer,91856.75,Paid,2025-03-11
2595,2595,Bank Transfer,145666.64,Paid,2025-02-22
2596,2596,Cash on Delivery,31378.61,Paid,2025-03-26
2597,2597,Mobile Money,116020.53,Refunded,2024-12-31
2598,2598,Cash on Delivery,265164.5,Paid,2024-05-18
2599,2599,Cash on Delivery,316139.24,Paid,2023-10-18
2600,2600,Bank Transfer,210111.81,Paid,2025-04-12
2601,2601,Card,162623.22,Refunded,2023-01-10
2602,2602,Mobile Money,83841.8,Paid,2025-01-15
2603,2603,Cash on Delivery,80667.52,Failed,2025-12-06
2604,2604,Bank Transfer,138948.67,Paid,2024-03-09
2605,2605,Mobile Money,127318.67,Refunded,2026-03-29
2606,2606,Cash on Delivery,118410.23,Paid,2025-10-27
2607,2607,Card,31885.58,Paid,2023-08-08
2608,2608,Bank Transfer,304715.12,Paid,2023-02-01
2609,2609,Bank Transfer,209837.0,Pending,2023-07-26
2610,2610,Bank Transfer,81384.22,Paid,2025-01-16
2611,2611,Mobile Money,224171.04,Paid,2025-04-07
2612,2612,Card,88718.13,Paid,2024-11-06
2613,2613,Card,122260.17,Paid,2023-01-07
2614,2614,Card,72712.98,Paid,2024-07-19
2615,2615,Cash on Delivery,98643.88,Paid,2025-10-01
2616,2616,Bank Transfer,110342.5,Refunded,2023-09-08
2617,2617,Cash on Delivery,25460.83,Paid,2024-10-19
2618,2618,Bank Transfer,10086.27,Paid,2025-07-08
2619,2619,Card,151731.65,Paid,2024-04-24
2620,2620,Card,104089.56,Paid,2025-11-03
2621,2621,Mobile Money,177649.89,Refunded,2025-02-09
2622,2622,Mobile Money,134434.05,Paid,2025-08-03
2623,2623,Bank Transfer,107976.46,Paid,2023-11-11
2624,2624,Cash on Delivery,268469.36,Paid,2025-01-27
2625,2625,Bank Transfer,245452.96,Paid,2023-10-17
2626,2626,Bank Transfer,73688.68,Paid,2023-02-25
2627,2627,Bank Transfer,153283.4,Paid,2025-08-07
2628,2628,Card,15255.19,Paid,2025-09-11
2629,2629,Mobile Money,198614.04,Paid,2025-09-12
2630,2630,Cash on Delivery,66820.55,Paid,2024-09-20
2631,2631,Mobile Money,522341.96,Paid,2025-06-24
2632,2632,Cash on Delivery,136472.94,Paid,2025-10-27
2633,2633,Bank Transfer,117450.71,Paid,2025-02-24
2634,2634,Cash on Delivery,259317.41,Failed,2024-06-15
2635,2635,Cash on Delivery,70414.73,Paid,2025-07-12
2636,2636,Bank Transfer,211078.12,Paid,2023-04-04
2637,2637,Mobile Money,57600.52,Paid,2023-01-22
2638,2638,Bank Transfer,187241.19,Paid,2024-02-28
2639,2639,Bank Transfer,158867.11,Paid,2024-02-27
2640,2640,Cash on Delivery,206720.35,Paid,2025-09-01
2641,2641,Card,109284.58,Failed,2023-09-14
2642,2642,Bank Transfer,83126.8,Paid,2025-10-29
2643,2643,Mobile Money,213401.38,Refunded,2023-03-03
2644,2644,Card,69637.15,Refunded,2025-03-16
2645,2645,Mobile Money,269912.91,Paid,2024-11-16
2646,2646,Cash on Delivery,299319.69,Paid,2024-12-11
2647,2647,Card,230103.06,Paid,2023-10-24
2648,2648,Bank Transfer,276561.04,Paid,2023-06-21
2649,2649,Bank Transfer,110481.84,Paid,2024-06-11
2650,2650,Cash on Delivery,67421.19,Paid,2024-10-20
2651,2651,Mobile Money,113142.18,Paid,2025-10-21
2652,2652,Cash on Delivery,61972.38,Failed,2024-11-25
2653,2653,Mobile Money,84263.89,Paid,2026-04-16
2654,2654,Mobile Money,294736.06,Paid,2024-06-15
2655,2655,Mobile Money,392862.13,Paid,2025-04-04
2656,2656,Bank Transfer,117006.64,Paid,2023-05-03
2657,2657,Mobile Money,24806.18,Paid,2025-09-14
2658,2658,Card,40606.92,Paid,2025-01-29
2659,2659,Mobile Money,150989.12,Paid,2023-09-05
2660,2660,Cash on Delivery,67427.16,Paid,2024-08-26
2661,2661,Cash on Delivery,123678.27,Paid,2023-08-22
2662,2662,Card,97007.27,Paid,2026-03-27
2663,2663,Card,116367.38,Paid,2023-08-01
2664,2664,Card,365669.28,Paid,2026-04-12
2665,2665,Cash on Delivery,307762.63,Paid,2025-04-26
2666,2666,Mobile Money,36480.98,Paid,2024-06-29
2667,2667,Card,173599.94,Paid,2023-06-08
2668,2668,Card,62424.1,Paid,2025-07-11
2669,2669,Card,78072.64,Paid,2024-03-18
2670,2670,Card,76717.17,Paid,2023-03-22
2671,2671,Card,617658.02,Paid,2024-08-19
2672,2672,Mobile Money,120176.14,Pending,2025-07-28
2673,2673,Card,165069.28,Paid,2026-03-28
2674,2674,Cash on Delivery,126217.56,Paid,2023-11-24
2675,2675,Mobile Money,61725.62,Paid,2024-05-09
2676,2676,Bank Transfer,183975.03,Paid,2023-03-08
2677,2677,Cash on Delivery,113272.46,Refunded,2023-05-05
2678,2678,Bank Transfer,125950.98,Failed,2026-06-08
2679,2679,Card,76226.42,Paid,2024-03-24
2680,2680,Bank Transfer,158910.38,Paid,2023-11-20
2681,2681,Mobile Money,495309.49,Paid,2023-11-24
2682,2682,Cash on Delivery,101106.88,Paid,2024-12-13
2683,2683,Mobile Money,45361.77,Paid,2026-02-27
2684,2684,Card,178923.53,Paid,2025-05-09
2685,2685,Mobile Money,277255.89,Paid,2025-07-18
2686,2686,Cash on Delivery,62425.0,Paid,2024-02-25
2687,2687,Mobile Money,106405.39,Paid,2026-04-15
2688,2688,Card,222862.0,Paid,2025-11-01
2689,2689,Mobile Money,68436.6,Pending,2025-05-07
2690,2690,Cash on Delivery,79552.66,Paid,2023-02-14
2691,2691,Bank Transfer,151206.84,Paid,2023-07-31
2692,2692,Bank Transfer,57723.33,Paid,2026-05-03
2693,2693,Cash on Delivery,108697.1,Pending,2025-01-30
2694,2694,Mobile Money,115944.23,Paid,2023-03-08
2695,2695,Mobile Money,129378.67,Pending,2026-04-12
2696,2696,Mobile Money,59700.76,Paid,2024-01-30
2697,2697,Cash on Delivery,50647.94,Paid,2024-05-16
2698,2698,Bank Transfer,56186.22,Paid,2024-11-09
2699,2699,Cash on Delivery,153060.55,Paid,2026-06-20
2700,2700,Mobile Money,50925.43,Paid,2023-03-10
2701,2701,Card,155334.37,Paid,2026-02-09
2702,2702,Card,133715.62,Paid,2024-02-01
2703,2703,Bank Transfer,42135.93,Paid,2024-05-19
2704,2704,Bank Transfer,108402.0,Paid,2023-09-28
2705,2705,Card,215863.45,Paid,2026-03-01
2706,2706,Mobile Money,118366.07,Paid,2023-09-16
2707,2707,Mobile Money,220508.13,Paid,2026-04-02
2708,2708,Cash on Delivery,90330.53,Paid,2026-05-10
2709,2709,Bank Transfer,95598.29,Paid,2026-05-16
2710,2710,Bank Transfer,56187.15,Paid,2023-10-20
2711,2711,Cash on Delivery,142338.41,Paid,2023-06-04
2712,2712,Card,23625.08,Paid,2024-07-23
2713,2713,Bank Transfer,307528.55,Paid,2024-01-09
2714,2714,Card,122521.83,Paid,2023-07-10
2715,2715,Cash on Delivery,174142.19,Pending,2026-06-28
2716,2716,Cash on Delivery,77393.95,Paid,2025-07-03
2717,2717,Cash on Delivery,513680.2,Paid,2025-02-01
2718,2718,Card,140788.4,Failed,2024-07-15
2719,2719,Cash on Delivery,595075.22,Paid,2025-03-27
2720,2720,Cash on Delivery,219863.55,Paid,2023-02-22
2721,2721,Cash on Delivery,56931.08,Paid,2024-04-13
2722,2722,Card,164835.73,Paid,2025-12-27
2723,2723,Card,63385.8,Pending,2023-05-06
2724,2724,Bank Transfer,197153.17,Paid,2024-12-25
2725,2725,Bank Transfer,117832.76,Paid,2024-10-12
2726,2726,Bank Transfer,109885.49,Paid,2023-10-13
2727,2727,Mobile Money,100024.87,Paid,2024-05-01
2728,2728,Bank Transfer,75440.8,Paid,2026-04-25
2729,2729,Card,224273.24,Paid,2026-05-24
2730,2730,Card,64658.67,Paid,2023-09-26
2731,2731,Mobile Money,79792.43,Refunded,2024-04-28
2732,2732,Card,75363.36,Paid,2026-01-10
2733,2733,Bank Transfer,152898.49,Paid,2024-09-11
2734,2734,Mobile Money,197403.29,Paid,2025-10-06
2735,2735,Cash on Delivery,190173.89,Paid,2024-03-03
2736,2736,Mobile Money,106116.3,Paid,2026-02-17
2737,2737,Bank Transfer,291082.82,Failed,2023-04-28
2738,2738,Card,35450.17,Paid,2024-08-16
2739,2739,Mobile Money,77107.92,Failed,2024-11-14
2740,2740,Card,197335.42,Paid,2025-12-15
2741,2741,Cash on Delivery,82839.54,Paid,2023-12-18
2742,2742,Card,126451.31,Paid,2023-10-04
2743,2743,Cash on Delivery,107703.58,Paid,2025-11-06
2744,2744,Card,120370.17,Paid,2026-04-12
2745,2745,Card,37814.25,Paid,2024-10-15
2746,2746,Bank Transfer,119192.08,Paid,2023-12-12
2747,2747,Bank Transfer,70933.03,Paid,2023-01-18
2748,2748,Cash on Delivery,119853.79,Refunded,2025-04-10
2749,2749,Bank Transfer,39143.3,Paid,2023-12-19
2750,2750,Bank Transfer,489460.41,Paid,2024-05-30
2751,2751,Card,49706.42,Paid,2023-11-29
2752,2752,Card,188144.96,Paid,2026-03-12
2753,2753,Bank Transfer,225938.38,Paid,2026-05-25
2754,2754,Cash on Delivery,190228.5,Paid,2025-06-27
2755,2755,Bank Transfer,99416.68,Paid,2024-06-21
2756,2756,Bank Transfer,92555.55,Paid,2025-01-09
2757,2757,Card,135450.8,Paid,2024-08-06
2758,2758,Mobile Money,199548.81,Paid,2026-06-12
2759,2759,Card,102038.16,Paid,2026-03-23
2760,2760,Cash on Delivery,267486.17,Paid,2026-01-08
2761,2761,Card,91091.03,Paid,2025-08-07
2762,2762,Bank Transfer,135416.16,Paid,2025-02-21
2763,2763,Cash on Delivery,200746.52,Paid,2025-12-19
2764,2764,Mobile Money,109168.38,Paid,2024-10-18
2765,2765,Mobile Money,119661.38,Paid,2025-05-06
2766,2766,Mobile Money,110679.53,Paid,2025-03-11
2767,2767,Cash on Delivery,137994.21,Paid,2024-12-25
2768,2768,Bank Transfer,295225.11,Paid,2025-08-06
2769,2769,Bank Transfer,132279.61,Paid,2025-06-29
2770,2770,Cash on Delivery,25693.62,Paid,2023-08-16
2771,2771,Card,80970.77,Failed,2025-04-20
2772,2772,Card,117881.24,Failed,2024-06-14
2773,2773,Cash on Delivery,54416.36,Paid,2024-09-05
2774,2774,Cash on Delivery,271043.49,Paid,2025-03-07
2775,2775,Mobile Money,32349.44,Paid,2023-08-27
2776,2776,Mobile Money,270039.95,Paid,2025-03-06
2777,2777,Mobile Money,206357.57,Paid,2023-03-06
2778,2778,Card,154610.01,Paid,2026-05-22
2779,2779,Cash on Delivery,91691.7,Paid,2024-07-22
2780,2780,Card,42261.26,Paid,2024-11-27
2781,2781,Mobile Money,136210.28,Paid,2023-06-27
2782,2782,Bank Transfer,322158.23,Paid,2023-12-20
2783,2783,Mobile Money,42513.52,Paid,2024-08-10
2784,2784,Cash on Delivery,133075.8,Paid,2024-07-01
2785,2785,Bank Transfer,189634.71,Pending,2024-07-04
2786,2786,Bank Transfer,88826.78,Paid,2025-10-23
2787,2787,Card,46762.91,Paid,2023-01-23
2788,2788,Bank Transfer,133075.64,Paid,2026-01-02
2789,2789,Mobile Money,172873.96,Paid,2023-10-08
2790,2790,Cash on Delivery,29752.91,Paid,2025-08-15
2791,2791,Card,173277.42,Paid,2024-06-29
2792,2792,Bank Transfer,247327.87,Paid,2026-05-04
2793,2793,Card,52020.28,Paid,2024-10-02
2794,2794,Mobile Money,156468.26,Paid,2023-07-07
2795,2795,Cash on Delivery,41593.43,Paid,2026-04-23
2796,2796,Card,185855.71,Paid,2026-04-06
2797,2797,Card,174789.77,Paid,2025-05-25
2798,2798,Bank Transfer,346961.19,Paid,2025-04-20
2799,2799,Cash on Delivery,322947.01,Paid,2025-12-06
2800,2800,Bank Transfer,164899.78,Paid,2025-03-22
2801,2801,Card,106842.8,Paid,2024-12-20
2802,2802,Mobile Money,9384.81,Paid,2023-09-27
2803,2803,Bank Transfer,220980.81,Paid,2023-05-18
2804,2804,Mobile Money,43699.51,Paid,2023-06-28
2805,2805,Bank Transfer,225296.91,Paid,2026-06-01
2806,2806,Mobile Money,434023.59,Paid,2025-07-16
2807,2807,Cash on Delivery,61169.91,Paid,2023-08-14
2808,2808,Bank Transfer,61666.23,Paid,2023-03-25
2809,2809,Cash on Delivery,79154.98,Paid,2025-02-27
2810,2810,Cash on Delivery,90700.58,Paid,2025-04-23
2811,2811,Bank Transfer,345359.29,Paid,2024-04-11
2812,2812,Cash on Delivery,173719.01,Paid,2026-04-27
2813,2813,Mobile Money,189478.27,Paid,2025-09-16
2814,2814,Bank Transfer,258085.71,Paid,2025-04-08
2815,2815,Cash on Delivery,332942.77,Paid,2026-01-27
2816,2816,Card,181031.64,Paid,2025-04-20
2817,2817,Card,24867.07,Paid,2023-06-16
2818,2818,Cash on Delivery,130940.1,Paid,2025-11-06
2819,2819,Card,79714.28,Paid,2025-10-25
2820,2820,Card,55322.18,Paid,2025-03-04
2821,2821,Mobile Money,94856.06,Paid,2024-02-23
2822,2822,Cash on Delivery,225840.03,Paid,2025-11-20
2823,2823,Bank Transfer,236577.28,Paid,2025-09-13
2824,2824,Cash on Delivery,68107.01,Paid,2024-10-22
2825,2825,Card,532189.87,Paid,2026-03-15
2826,2826,Mobile Money,86269.79,Paid,2025-07-21
2827,2827,Bank Transfer,223373.2,Paid,2025-05-15
2828,2828,Mobile Money,270645.05,Paid,2025-06-25
2829,2829,Cash on Delivery,129312.99,Refunded,2023-05-06
2830,2830,Mobile Money,390277.98,Paid,2023-01-31
2831,2831,Card,303655.36,Paid,2026-04-05
2832,2832,Cash on Delivery,22275.57,Paid,2023-06-14
2833,2833,Bank Transfer,249041.2,Paid,2025-10-01
2834,2834,Card,375896.69,Paid,2024-10-23
2835,2835,Bank Transfer,92893.5,Paid,2023-07-05
2836,2836,Card,251141.34,Paid,2025-12-29
2837,2837,Cash on Delivery,253488.07,Paid,2024-06-21
2838,2838,Mobile Money,155681.3,Paid,2023-03-03
2839,2839,Bank Transfer,122069.36,Refunded,2024-04-25
2840,2840,Mobile Money,143129.38,Refunded,2024-09-11
2841,2841,Mobile Money,318728.38,Paid,2024-08-01
2842,2842,Bank Transfer,56208.42,Paid,2025-07-09
2843,2843,Card,143881.13,Paid,2023-05-11
2844,2844,Card,366698.05,Paid,2024-01-24
2845,2845,Bank Transfer,110957.66,Refunded,2023-11-29
2846,2846,Mobile Money,131509.11,Pending,2024-07-23
2847,2847,Bank Transfer,62113.54,Paid,2023-10-28
2848,2848,Cash on Delivery,299996.23,Paid,2025-04-28
2849,2849,Bank Transfer,48371.86,Pending,2025-03-02
2850,2850,Bank Transfer,263774.35,Refunded,2024-03-30
2851,2851,Card,27073.92,Paid,2026-04-02
2852,2852,Mobile Money,153232.99,Paid,2026-04-04
2853,2853,Mobile Money,399151.8,Paid,2025-11-12
2854,2854,Mobile Money,374253.81,Paid,2023-04-05
2855,2855,Cash on Delivery,137037.04,Paid,2023-11-16
2856,2856,Cash on Delivery,57018.16,Refunded,2023-04-09
2857,2857,Bank Transfer,373775.53,Paid,2023-03-06
2858,2858,Card,82124.91,Paid,2025-07-19
2859,2859,Bank Transfer,58167.55,Paid,2026-05-15
2860,2860,Bank Transfer,76296.15,Paid,2024-08-29
2861,2861,Mobile Money,97582.08,Paid,2023-03-03
2862,2862,Bank Transfer,262344.72,Paid,2026-04-01
2863,2863,Mobile Money,278528.84,Paid,2025-08-14
2864,2864,Cash on Delivery,174095.2,Paid,2026-01-10
2865,2865,Cash on Delivery,55050.95,Paid,2023-08-19
2866,2866,Cash on Delivery,147431.08,Failed,2023-12-18
2867,2867,Cash on Delivery,175425.67,Failed,2026-02-15
2868,2868,Cash on Delivery,95392.65,Paid,2024-05-06
2869,2869,Cash on Delivery,301125.13,Paid,2023-12-25
2870,2870,Mobile Money,61549.11,Refunded,2024-07-28
2871,2871,Card,166860.86,Paid,2025-02-20
2872,2872,Cash on Delivery,231201.89,Paid,2024-11-15
2873,2873,Bank Transfer,33036.14,Paid,2023-01-13
2874,2874,Cash on Delivery,109726.9,Paid,2024-08-27
2875,2875,Mobile Money,4836.15,Paid,2025-02-04
2876,2876,Bank Transfer,22365.16,Paid,2023-07-04
2877,2877,Bank Transfer,52716.76,Paid,2024-05-24
2878,2878,Bank Transfer,328680.17,Paid,2026-03-13
2879,2879,Bank Transfer,53153.95,Paid,2023-05-01
2880,2880,Cash on Delivery,263729.22,Paid,2025-07-08
2881,2881,Cash on Delivery,142674.41,Paid,2024-05-11
2882,2882,Mobile Money,248526.4,Paid,2024-09-23
2883,2883,Bank Transfer,161256.07,Paid,2025-05-20
2884,2884,Bank Transfer,85337.05,Paid,2025-12-27
2885,2885,Card,103162.74,Paid,2023-02-03
2886,2886,Cash on Delivery,36086.7,Failed,2024-07-11
2887,2887,Card,42192.07,Paid,2026-03-13
2888,2888,Bank Transfer,141615.84,Paid,2025-01-26
2889,2889,Card,96105.17,Paid,2023-11-08
2890,2890,Mobile Money,137152.9,Paid,2023-03-20
2891,2891,Mobile Money,65579.97,Refunded,2025-12-19
2892,2892,Card,319053.0,Refunded,2025-02-02
2893,2893,Card,144410.68,Paid,2023-12-23
2894,2894,Card,86574.85,Paid,2024-01-16
2895,2895,Cash on Delivery,85846.55,Paid,2025-04-21
2896,2896,Bank Transfer,306666.6,Paid,2025-05-03
2897,2897,Card,35811.93,Paid,2026-04-09
2898,2898,Cash on Delivery,165193.4,Paid,2025-02-11
2899,2899,Card,72194.66,Paid,2023-11-13
2900,2900,Card,80916.88,Paid,2026-01-27
2901,2901,Card,148962.27,Failed,2025-09-04
2902,2902,Mobile Money,117706.3,Paid,2025-10-11
2903,2903,Card,76812.1,Paid,2025-06-07
2904,2904,Cash on Delivery,196766.78,Paid,2025-12-11
2905,2905,Bank Transfer,23653.96,Refunded,2026-05-30
2906,2906,Cash on Delivery,267930.16,Paid,2025-12-17
2907,2907,Mobile Money,160184.28,Paid,2023-11-13
2908,2908,Card,149958.6,Paid,2023-05-17
2909,2909,Bank Transfer,75209.62,Paid,2025-08-13
2910,2910,Cash on Delivery,23176.9,Pending,2023-05-18
2911,2911,Cash on Delivery,80502.0,Paid,2023-03-11
2912,2912,Mobile Money,103226.63,Paid,2024-03-21
2913,2913,Mobile Money,38400.66,Pending,2026-03-23
2914,2914,Cash on Delivery,467594.45,Paid,2026-01-18
2915,2915,Mobile Money,200907.86,Paid,2026-01-11
2916,2916,Bank Transfer,187825.71,Paid,2025-02-24
2917,2917,Card,37977.13,Paid,2023-10-05
2918,2918,Bank Transfer,14170.53,Paid,2023-11-06
2919,2919,Bank Transfer,87766.14,Pending,2024-04-20
2920,2920,Bank Transfer,190480.36,Paid,2025-05-26
2921,2921,Cash on Delivery,137163.13,Paid,2024-06-18
2922,2922,Bank Transfer,18672.2,Paid,2026-03-10
2923,2923,Cash on Delivery,116770.0,Paid,2025-01-27
2924,2924,Bank Transfer,150065.01,Paid,2023-06-24
2925,2925,Mobile Money,257822.56,Paid,2023-01-06
2926,2926,Bank Transfer,142184.67,Pending,2025-12-13
2927,2927,Bank Transfer,66959.44,Paid,2024-08-17
2928,2928,Card,267556.32,Paid,2025-10-02
2929,2929,Cash on Delivery,416410.39,Paid,2024-04-06
2930,2930,Mobile Money,178166.08,Paid,2026-06-21
