delivery_id,order_id,delivery_status,dispatch_date,delivery_date
1996,4385,Delivered,2024-10-17,2024-10-19
1997,9321,Delivered,2024-03-06,2024-03-07
1998,5427,Delivered,2023-04-03,2023-04-08
1999,2926,Delivered,2025-12-15,2025-12-24
2000,4508,Delivered,2026-05-11,2026-05-13
2001,908,Delivered,2025-05-16,2025-05-20
2002,4275,Delivered,2023-05-18,2023-05-23
2003,640,In Transit,2025-04-17,
2004,2961,Delivered,2025-03-13,2025-03-19
2005,3733,Delivered,2025-08-16,2025-08-26
2006,9762,Delivered,2024-06-20,2024-06-26
2007,1188,Delivered,2026-04-04,2026-04-06
2008,9478,Delivered,2024-02-23,2024-02-25
2009,6154,Delivered,2025-06-28,2025-07-01
2010,9161,Delayed,2023-01-04,2023-01-08
2011,9054,Delivered,2024-06-07,2024-06-14
2012,2069,Delivered,2023-11-29,2023-12-03
2013,7807,Delivered,2023-09-02,2023-09-05
2014,5413,Delivered,2025-02-21,2025-02-25
2015,4314,Delivered,2025-03-02,2025-03-05
2016,3594,Failed,2024-12-01,
2017,9537,In Transit,2024-11-12,
2018,2878,Delivered,2026-03-15,2026-03-17
2019,6425,In Transit,2024-11-28,
2020,1842,Delivered,2024-11-27,2024-12-06
2021,1445,In Transit,2024-10-30,
2022,6160,Delivered,2023-06-19,2023-06-28
2023,552,Delivered,2023-09-02,2023-09-08
2024,7041,Delivered,2023-04-16,2023-04-19
2025,9725,Delivered,2023-07-20,2023-07-25
2026,6969,Delivered,2025-09-01,2025-09-07
2027,524,In Transit,2023-11-16,
2028,1288,Failed,2025-12-20,
2029,4632,Delivered,2026-01-01,2026-01-11
2030,5089,Delivered,2024-04-27,2024-05-07
2031,3103,Delivered,2023-05-02,2023-05-11
2032,3842,Delivered,2024-01-19,2024-01-29
2033,7149,Failed,2026-01-19,
2034,5383,In Transit,2025-09-21,
2035,1563,Delivered,2023-01-12,2023-01-19
2036,9597,Delivered,2023-10-24,2023-11-02
2037,3601,Delivered,2023-01-20,2023-01-25
2038,3848,Delayed,2023-01-10,2023-01-17
2039,6073,Delivered,2023-06-18,2023-06-21
2040,1642,Delivered,2026-01-09,2026-01-12
2041,6493,Delivered,2023-07-25,2023-08-04
2042,3742,Delivered,2026-06-24,2026-07-03
2043,6851,Delivered,2025-03-18,2025-03-25
2044,3576,Delivered,2023-08-02,2023-08-11
2045,3289,Delivered,2023-11-12,2023-11-18
2046,6877,Delivered,2025-08-07,2025-08-13
2047,2519,Delivered,2025-04-18,2025-04-28
2048,4633,Delivered,2024-11-04,2024-11-12
2049,9791,Delivered,2023-02-23,2023-02-25
2050,7610,Delivered,2026-03-25,2026-04-02
2051,5061,In Transit,2025-01-26,
2052,3641,Delivered,2023-03-22,2023-03-30
2053,4028,Delayed,2026-04-11,2026-04-12
2054,3250,Delivered,2024-03-08,2024-03-18
2055,6606,Delivered,2025-12-12,2025-12-13
2056,9132,Delivered,2026-06-23,2026-06-26
2057,5708,Delivered,2025-05-23,2025-05-28
2058,6172,Delivered,2025-12-10,2025-12-14
2059,8183,Delivered,2024-12-31,2025-01-03
2060,4572,Failed,2023-08-04,
2061,5398,In Transit,2025-12-17,
2062,8354,Delivered,2025-07-08,2025-07-18
2063,9698,Delivered,2024-01-03,2024-01-07
2064,4991,Delivered,2024-04-13,2024-04-22
2065,7569,Delivered,2025-07-05,2025-07-15
2066,9153,Delivered,2023-12-21,2023-12-28
2067,5504,Delivered,2024-06-27,2024-06-29
2068,3384,Delivered,2023-03-20,2023-03-25
2069,4695,Delivered,2024-04-02,2024-04-09
2070,513,Delivered,2024-01-20,2024-01-27
2071,3746,Delivered,2023-11-03,2023-11-08
2072,5026,Delivered,2025-01-12,2025-01-13
2073,4043,Delivered,2024-06-22,2024-06-23
2074,6111,In Transit,2025-11-18,
2075,9627,Delivered,2023-11-22,2023-11-28
2076,5501,Delivered,2024-12-22,2024-12-31
2077,97,Delayed,2024-03-26,2024-03-27
2078,6596,Delivered,2026-04-08,2026-04-13
2079,176,Delivered,2025-10-04,2025-10-12
2080,1144,Delivered,2024-01-13,2024-01-21
2081,5533,Delivered,2025-08-22,2025-08-30
2082,1286,Delivered,2025-12-19,2025-12-25
2083,8692,Delivered,2023-02-01,2023-02-10
2084,2644,Delivered,2025-03-17,2025-03-22
2085,8451,Delivered,2024-10-27,2024-11-05
2086,6182,Delivered,2025-06-05,2025-06-08
2087,8025,Delivered,2023-11-18,2023-11-26
2088,1915,Delivered,2023-04-28,2023-05-02
2089,3817,Delivered,2025-09-23,2025-10-03
2090,2492,Delivered,2026-04-24,2026-05-04
2091,3596,Delivered,2026-02-21,2026-02-26
2092,5,Delivered,2024-07-16,2024-07-20
2093,8923,Delivered,2023-05-17,2023-05-26
2094,2845,Delivered,2023-11-30,2023-12-04
2095,2171,Delivered,2026-05-26,2026-05-27
2096,1747,Failed,2025-04-16,
2097,3091,Delivered,2025-10-23,2025-10-25
2098,1195,Delivered,2023-10-31,2023-11-07
2099,9955,Delivered,2024-12-31,2025-01-02
2100,1719,Delivered,2026-02-08,2026-02-09
2101,4106,Delivered,2026-04-11,2026-04-21
2102,1145,Delivered,2023-11-05,2023-11-12
2103,4839,Delivered,2024-10-11,2024-10-15
2104,5439,In Transit,2025-10-31,
2105,797,Delivered,2023-05-15,2023-05-21
2106,375,Delivered,2025-05-25,2025-06-01
2107,8803,Delivered,2023-12-17,2023-12-24
2108,4749,Delivered,2024-04-03,2024-04-11
2109,2432,Delivered,2023-03-14,2023-03-15
2110,5324,Delivered,2023-05-05,2023-05-14
2111,2835,Delayed,2023-07-07,2023-07-10
2112,6257,Delivered,2023-05-27,2023-06-03
2113,2953,Delivered,2026-04-19,2026-04-29
2114,892,Delivered,2026-06-09,2026-06-11
2115,110,Delivered,2025-04-02,2025-04-06
2116,6809,Delayed,2024-07-24,2024-08-01
2117,4386,Delivered,2025-01-01,2025-01-09
2118,1026,Delivered,2023-11-02,2023-11-06
2119,6494,Delivered,2024-07-14,2024-07-19
2120,2165,In Transit,2025-07-06,
2121,3124,In Transit,2023-05-24,
2122,842,Delivered,2025-11-03,2025-11-12
2123,9571,Delivered,2026-02-19,2026-02-23
2124,5054,Delivered,2025-06-02,2025-06-05
2125,6013,Delayed,2025-07-31,2025-08-02
2126,4072,Delivered,2023-07-26,2023-08-03
2127,668,Delivered,2026-06-28,2026-07-01
2128,2857,Delivered,2023-03-09,2023-03-12
2129,7071,In Transit,2024-04-16,
2130,2129,Delivered,2023-05-21,2023-05-22
2131,5977,Delivered,2023-04-25,2023-04-26
2132,9059,In Transit,2023-08-17,
2133,6642,In Transit,2024-02-12,
2134,7199,Delivered,2025-08-21,2025-08-25
2135,9475,In Transit,2024-01-17,
2136,8546,Delivered,2025-08-17,2025-08-20
2137,356,In Transit,2024-09-06,
2138,6978,Delivered,2023-07-15,2023-07-25
2139,4568,Delivered,2025-04-18,2025-04-23
2140,8049,Delivered,2023-08-18,2023-08-22
2141,9618,In Transit,2025-12-20,
2142,4580,Delivered,2025-03-11,2025-03-18
2143,6858,Delivered,2025-11-24,2025-12-03
2144,9108,In Transit,2023-09-20,
2145,8171,Delivered,2025-11-01,2025-11-07
2146,608,Delivered,2024-01-14,2024-01-24
2147,5057,Failed,2023-08-25,
2148,2415,Failed,2025-07-14,
2149,972,Delivered,2026-02-05,2026-02-12
2150,5758,Delayed,2025-05-22,2025-05-29
2151,1437,Delayed,2024-07-29,2024-08-02
2152,5226,Delayed,2025-05-28,2025-06-04
2153,9898,Delivered,2026-04-20,2026-04-24
2154,1873,Delivered,2023-04-06,2023-04-15
2155,4090,Delivered,2026-03-10,2026-03-19
2156,6887,Delivered,2023-03-09,2023-03-14
2157,3893,Delivered,2026-02-10,2026-02-13
2158,3485,Delivered,2025-10-07,2025-10-10
2159,3858,Delivered,2025-04-02,2025-04-11
2160,6091,Delivered,2024-02-03,2024-02-09
2161,9058,Delivered,2023-06-11,2023-06-16
2162,9280,Delivered,2024-10-12,2024-10-21
2163,3504,Delivered,2024-02-14,2024-02-21
2164,5289,Delivered,2023-09-11,2023-09-14
2165,43,Delivered,2025-11-02,2025-11-03
2166,8801,Delivered,2024-03-05,2024-03-15
2167,5834,Delivered,2024-05-31,2024-06-07
2168,8348,Delivered,2024-05-30,2024-06-05
2169,9425,Delivered,2026-04-22,2026-04-30
2170,5545,Delivered,2024-09-04,2024-09-09
2171,8858,Delivered,2023-11-03,2023-11-09
2172,4660,Delayed,2024-01-03,2024-01-05
2173,9051,Delivered,2024-11-08,2024-11-09
2174,7815,Delayed,2025-08-19,2025-08-27
2175,5488,Delivered,2023-01-16,2023-01-26
2176,5263,Delivered,2026-06-16,2026-06-25
2177,1976,Delivered,2025-08-02,2025-08-06
2178,1487,Delivered,2026-05-08,2026-05-18
2179,385,Delivered,2025-06-16,2025-06-24
2180,8388,Delivered,2023-08-11,2023-08-12
2181,6232,Delivered,2023-04-20,2023-04-26
2182,6727,Delivered,2026-02-18,2026-02-21
2183,5148,Delivered,2026-01-16,2026-01-17
2184,261,In Transit,2023-07-28,
2185,9168,Delivered,2024-09-09,2024-09-11
2186,7897,Delivered,2023-08-29,2023-08-31
2187,8907,Delivered,2023-10-15,2023-10-18
2188,9503,Delivered,2023-02-11,2023-02-12
2189,7661,Delivered,2025-05-27,2025-05-28
2190,208,Delivered,2025-01-07,2025-01-13
2191,6099,Delivered,2023-12-20,2023-12-22
2192,991,In Transit,2026-03-28,
2193,9297,In Transit,2026-03-01,
2194,4327,Delivered,2023-04-17,2023-04-25
2195,4913,Delivered,2024-02-11,2024-02-18
2196,9880,In Transit,2025-12-21,
2197,514,Delivered,2025-09-24,2025-09-29
2198,2246,Delivered,2024-09-22,2024-09-26
2199,5964,Delivered,2025-01-11,2025-01-19
2200,9594,Delivered,2024-05-26,2024-05-28
2201,4869,Delivered,2023-09-03,2023-09-11
2202,7784,Delivered,2025-04-13,2025-04-18
2203,1190,Delivered,2026-05-30,2026-06-07
2204,501,In Transit,2025-06-21,
2205,8436,Delivered,2025-09-17,2025-09-20
2206,5969,Delivered,2023-08-11,2023-08-14
2207,5933,Delivered,2024-05-05,2024-05-14
2208,509,Delivered,2024-10-21,2024-10-26
2209,838,Delivered,2024-11-23,2024-11-30
2210,369,Delivered,2025-02-01,2025-02-06
2211,313,Delivered,2023-03-26,2023-03-29
2212,2818,In Transit,2025-11-08,
2213,6881,Delivered,2026-06-03,2026-06-04
2214,4608,Delivered,2023-07-11,2023-07-20
2215,1342,Delivered,2023-10-01,2023-10-05
2216,658,Delivered,2024-07-31,2024-08-09
2217,9972,Delivered,2025-10-29,2025-11-01
2218,5646,Delivered,2023-10-06,2023-10-16
2219,1479,Delivered,2024-02-24,2024-02-27
2220,8102,Delivered,2026-04-25,2026-05-03
2221,8766,Delivered,2024-06-28,2024-07-03
2222,9878,In Transit,2025-07-23,
2223,7731,Delivered,2024-11-11,2024-11-16
2224,8653,Delivered,2024-04-05,2024-04-10
2225,2405,Delivered,2025-11-04,2025-11-12
2226,8829,Failed,2025-01-19,
2227,9842,Delivered,2023-08-11,2023-08-13
2228,2898,Delivered,2025-02-11,2025-02-18
2229,9224,In Transit,2025-07-12,
2230,1697,Failed,2024-06-08,
2231,7855,Delivered,2025-12-12,2025-12-20
2232,8031,Delivered,2025-02-09,2025-02-16
2233,3633,Delivered,2024-01-19,2024-01-20
2234,8633,Delivered,2023-09-17,2023-09-20
2235,5157,Delivered,2025-09-26,2025-10-03
2236,8597,Delivered,2023-07-03,2023-07-11
2237,8379,Delivered,2023-10-11,2023-10-20
2238,5519,Failed,2024-03-26,
2239,4929,Delivered,2024-11-11,2024-11-20
2240,7651,Delivered,2026-01-13,2026-01-20
2241,9707,Delivered,2026-01-12,2026-01-13
2242,768,Delivered,2026-04-22,2026-05-01
2243,5751,Delivered,2025-02-08,2025-02-14
2244,5397,Delivered,2024-10-24,2024-11-03
2245,2650,Delivered,2024-10-23,2024-10-26
2246,2971,Delayed,2024-07-31,2024-08-02
2247,4103,Delivered,2025-09-05,2025-09-11
2248,151,In Transit,2024-06-07,
2249,5825,Delivered,2023-08-23,2023-08-27
2250,7592,Delivered,2023-08-31,2023-09-08
2251,9092,Delivered,2024-10-11,2024-10-12
2252,7229,Delivered,2025-06-14,2025-06-21
2253,6595,Delivered,2025-05-02,2025-05-11
2254,7963,Delivered,2024-12-03,2024-12-08
2255,5942,Delivered,2023-05-09,2023-05-13
2256,6237,In Transit,2024-01-14,
2257,1012,Delivered,2025-01-03,2025-01-04
2258,140,Delivered,2026-02-28,2026-03-09
2259,9965,In Transit,2025-09-26,
2260,6383,Delivered,2023-01-27,2023-02-06
2261,8363,Delivered,2024-07-24,2024-07-25
2262,5385,Delivered,2024-09-17,2024-09-26
2263,8090,Delivered,2025-08-15,2025-08-20
2264,938,Delivered,2023-04-16,2023-04-22
2265,1473,In Transit,2023-03-04,
2266,9193,Delivered,2025-05-22,2025-05-23
2267,6918,Delivered,2024-07-18,2024-07-19
2268,2249,Delivered,2024-09-11,2024-09-21
2269,9795,Delivered,2023-12-19,2023-12-25
2270,8792,Delivered,2024-10-14,2024-10-18
2271,8559,Delivered,2024-02-07,2024-02-08
2272,9310,Delivered,2025-01-27,2025-02-02
2273,8669,Delivered,2025-10-14,2025-10-19
2274,9370,Delivered,2025-10-05,2025-10-07
2275,3681,Delivered,2026-05-21,2026-05-29
2276,7236,Delayed,2026-03-12,2026-03-22
2277,7646,Delayed,2025-11-05,2025-11-10
2278,2480,Delivered,2023-02-13,2023-02-15
2279,2525,In Transit,2024-10-29,
2280,7471,Delivered,2024-06-04,2024-06-09
2281,4528,Delivered,2024-08-30,2024-09-07
2282,4044,Delivered,2023-12-07,2023-12-13
2283,1118,Delivered,2023-01-03,2023-01-06
2284,5033,Delivered,2026-03-09,2026-03-16
2285,8945,Delivered,2025-03-03,2025-03-05
2286,4566,Delivered,2023-09-17,2023-09-25
2287,1571,In Transit,2023-09-14,
2288,4325,Delivered,2024-03-22,2024-03-27
2289,9279,Failed,2023-12-11,
2290,5951,Delivered,2023-09-09,2023-09-13
2291,3499,Delivered,2025-04-16,2025-04-19
2292,6795,Delivered,2024-03-31,2024-04-05
2293,4634,Delivered,2026-05-13,2026-05-22
2294,3134,Delivered,2026-04-12,2026-04-16
2295,429,Delivered,2025-05-09,2025-05-18
2296,3800,Delivered,2025-04-01,2025-04-10
2297,174,Delayed,2023-04-02,2023-04-03
2298,5468,Delivered,2024-01-29,2024-02-08
2299,4415,Delivered,2025-06-09,2025-06-18
2300,9434,Delivered,2026-06-28,2026-06-29
2301,7850,Delivered,2025-10-22,2025-10-30
2302,7918,Delivered,2026-03-09,2026-03-15
2303,6597,Delivered,2025-05-14,2025-05-18
2304,5049,Failed,2025-01-10,
2305,5368,Delivered,2025-10-18,2025-10-27
2306,2622,Delivered,2025-08-04,2025-08-07
2307,2068,Delivered,2025-08-15,2025-08-20
2308,6873,Delayed,2024-05-01,2024-05-09
2309,8200,Delivered,2024-07-22,2024-07-30
2310,2563,Delivered,2025-05-18,2025-05-22
2311,1098,Delivered,2024-01-13,2024-01-23
2312,4083,Delivered,2025-12-16,2025-12-21
2313,8832,Delivered,2025-02-05,2025-02-07
2314,1857,Delivered,2026-03-12,2026-03-21
2315,6733,Delivered,2024-06-29,2024-07-01
2316,1974,Delivered,2024-07-30,2024-08-04
2317,266,Delivered,2026-01-09,2026-01-13
2318,8180,Delivered,2026-02-15,2026-02-17
2319,9017,In Transit,2024-02-15,
2320,109,Delivered,2024-05-22,2024-05-25
2321,9607,Delivered,2024-09-08,2024-09-09
2322,654,Delivered,2025-09-01,2025-09-08
2323,1390,In Transit,2025-07-15,
2324,4433,Delivered,2025-08-02,2025-08-12
2325,2797,Delivered,2025-05-27,2025-05-31
2326,3145,Delivered,2025-10-23,2025-10-25
2327,9847,Delivered,2024-03-14,2024-03-16
2328,942,In Transit,2023-04-19,
2329,1983,Delivered,2024-07-26,2024-07-28
2330,3453,Delivered,2024-08-31,2024-09-06
2331,7990,Delivered,2026-04-16,2026-04-22
2332,1128,Delivered,2023-10-27,2023-10-28
2333,4927,In Transit,2026-06-25,
2334,9586,Delivered,2023-08-24,2023-08-27
2335,1389,Delivered,2026-01-09,2026-01-16
2336,3652,Delivered,2026-04-21,2026-04-24
2337,3166,Delivered,2024-10-25,2024-10-30
2338,728,Delivered,2024-02-04,2024-02-12
2339,106,Delivered,2023-01-31,2023-02-10
2340,3383,Delivered,2024-01-23,2024-01-26
2341,2114,Delivered,2023-04-09,2023-04-15
2342,8194,Delivered,2025-08-01,2025-08-09
2343,3084,Delivered,2024-11-07,2024-11-09
2344,1315,Delivered,2023-10-30,2023-11-06
2345,5802,Delivered,2023-10-09,2023-10-13
2346,436,Delivered,2024-12-15,2024-12-16
2347,7114,Delivered,2026-06-01,2026-06-06
2348,42,Delivered,2024-12-01,2024-12-10
2349,5826,Delivered,2026-04-16,2026-04-22
2350,2026,Delivered,2023-01-28,2023-02-06
2351,9851,Delivered,2025-05-25,2025-05-28
2352,1316,Delivered,2025-02-24,2025-02-27
2353,8782,Delivered,2023-01-07,2023-01-12
2354,5436,Delivered,2025-02-14,2025-02-21
2355,44,Delivered,2024-02-10,2024-02-15
2356,6010,Delivered,2025-01-03,2025-01-07
2357,9943,Delayed,2024-08-27,2024-08-29
2358,1057,Delivered,2024-09-19,2024-09-27
2359,1525,In Transit,2025-02-18,
2360,2841,Delivered,2024-08-04,2024-08-05
2361,1953,Delivered,2024-05-06,2024-05-15
2362,8778,Delivered,2024-08-17,2024-08-22
2363,4798,Delivered,2025-07-13,2025-07-22
2364,4832,Delivered,2026-04-21,2026-04-26
2365,7013,Delivered,2023-09-21,2023-09-30
2366,9826,Delayed,2024-11-23,2024-11-28
2367,9808,Delivered,2023-02-12,2023-02-19
2368,1294,Delivered,2026-05-11,2026-05-14
2369,6692,Delivered,2023-04-10,2023-04-18
2370,7032,Delivered,2025-01-15,2025-01-16
2371,4061,Delivered,2023-04-26,2023-05-06
2372,1387,Delivered,2025-06-23,2025-07-03
2373,558,Delivered,2024-11-29,2024-12-07
2374,8890,In Transit,2024-12-15,
2375,8445,Delivered,2025-02-13,2025-02-18
2376,6304,Delivered,2026-05-28,2026-05-29
2377,8591,Delivered,2026-01-09,2026-01-16
2378,3006,Delivered,2023-07-05,2023-07-14
2379,7324,Delivered,2023-08-07,2023-08-09
2380,1204,Delivered,2023-08-26,2023-08-31
2381,301,Delivered,2025-03-11,2025-03-13
2382,5833,Delivered,2024-01-03,2024-01-04
2383,3726,Delivered,2024-06-02,2024-06-05
2384,5753,Delayed,2024-12-21,2024-12-31
2385,5659,Delivered,2023-10-25,2023-10-27
2386,3513,Failed,2025-02-19,
2387,8163,Delivered,2026-04-07,2026-04-15
2388,5816,In Transit,2023-07-26,
2389,589,Delivered,2024-01-16,2024-01-22
2390,4073,In Transit,2025-04-14,
2391,6133,Delivered,2024-07-24,2024-07-28
2392,5315,Delivered,2024-03-29,2024-03-30
2393,3186,Delivered,2023-10-23,2023-10-25
2394,5405,Delayed,2025-07-03,2025-07-13
2395,899,Delivered,2026-05-26,2026-05-29
2396,2136,Delivered,2024-01-13,2024-01-18
2397,8518,Delivered,2023-09-29,2023-10-08
2398,5513,Delivered,2024-03-19,2024-03-28
2399,1279,Delivered,2024-10-18,2024-10-28
2400,3146,In Transit,2024-10-18,
2401,7926,Failed,2024-02-09,
2402,8103,Delivered,2024-01-07,2024-01-17
2403,3224,Delivered,2023-09-11,2023-09-19
2404,6225,Delivered,2024-07-16,2024-07-17
2405,4717,Delayed,2026-06-08,2026-06-14
2406,8272,Delayed,2026-04-06,2026-04-10
2407,3360,Delayed,2023-07-04,2023-07-14
2408,1143,Delivered,2024-05-15,2024-05-21
2409,8283,Delivered,2026-01-16,2026-01-25
2410,8790,Delivered,2024-10-12,2024-10-13
2411,8624,Delivered,2023-07-25,2023-07-27
2412,8830,Delivered,2025-08-29,2025-09-05
2413,5505,Delivered,2024-05-04,2024-05-05
2414,9258,Delivered,2025-03-08,2025-03-13
2415,7917,Delivered,2026-04-17,2026-04-21
2416,669,Delivered,2024-06-02,2024-06-12
2417,6312,Failed,2023-11-18,
2418,2043,Delivered,2025-07-20,2025-07-25
2419,8504,Failed,2023-12-25,
2420,59,Delivered,2025-12-11,2025-12-21
2421,7209,Delivered,2024-03-26,2024-03-28
2422,7664,Delivered,2024-09-22,2024-09-23
2423,76,Delivered,2023-06-02,2023-06-09
2424,632,Delivered,2025-08-02,2025-08-08
2425,1852,Delivered,2026-06-10,2026-06-11
2426,2770,Delivered,2023-08-19,2023-08-27
2427,4823,Delayed,2024-01-12,2024-01-22
2428,2602,Delivered,2025-01-18,2025-01-25
2429,5489,Delivered,2026-06-22,2026-07-01
2430,3088,Delivered,2024-09-15,2024-09-21
2431,5577,Delivered,2025-02-27,2025-03-03
2432,1935,Delivered,2025-06-07,2025-06-17
2433,1871,Delayed,2023-07-18,2023-07-25
2434,1940,In Transit,2026-06-21,
2435,3468,Delivered,2023-10-17,2023-10-24
2436,2524,Delivered,2025-02-07,2025-02-10
2437,7007,Delivered,2025-10-02,2025-10-04
2438,4489,In Transit,2023-02-20,
2439,8078,Delivered,2023-08-07,2023-08-15
2440,2413,In Transit,2024-06-20,
2441,3321,Delivered,2026-03-26,2026-04-03
2442,5868,Delivered,2024-11-02,2024-11-10
2443,1191,In Transit,2026-02-06,
2444,5206,Delivered,2023-11-23,2023-11-26
2445,5671,Delivered,2024-10-29,2024-10-30
2446,4833,Delivered,2026-05-07,2026-05-11
2447,9428,Delivered,2023-02-05,2023-02-14
2448,1671,Delivered,2025-04-09,2025-04-18
2449,9006,Delivered,2024-06-20,2024-06-25
2450,1290,In Transit,2025-01-29,
2451,450,Delivered,2023-03-13,2023-03-19
2452,2820,Delivered,2025-03-04,2025-03-07
2453,6628,In Transit,2023-11-08,
2454,2851,Delivered,2026-04-05,2026-04-07
2455,8988,Delivered,2026-04-22,2026-04-29
2456,4866,In Transit,2025-02-03,
2457,67,In Transit,2025-11-10,
2458,4144,Delivered,2024-08-19,2024-08-20
2459,3717,Delivered,2026-01-03,2026-01-04
2460,7491,Delivered,2023-09-10,2023-09-16
2461,6204,Delivered,2024-06-04,2024-06-06
2462,2140,Delivered,2026-04-14,2026-04-23
2463,2403,Delivered,2024-07-10,2024-07-18
2464,5721,In Transit,2026-03-24,
2465,3482,Delivered,2023-05-03,2023-05-13
2466,9887,In Transit,2023-04-18,
2467,5517,Delivered,2023-03-04,2023-03-05
2468,8472,Delivered,2023-09-05,2023-09-06
2469,1800,Delivered,2023-04-03,2023-04-13
2470,219,Delayed,2023-10-14,2023-10-22
2471,8970,In Transit,2023-06-08,
2472,2054,Delivered,2024-12-23,2024-12-28
2473,610,Delivered,2023-10-23,2023-10-30
2474,3311,Delayed,2025-04-08,2025-04-17
2475,8370,Delivered,2025-05-01,2025-05-11
2476,4542,Delivered,2024-11-04,2024-11-08
2477,3732,Delivered,2023-12-22,2023-12-26
2478,2817,Delayed,2023-06-17,2023-06-22
2479,3626,Delivered,2023-03-19,2023-03-29
2480,4225,Delivered,2025-08-02,2025-08-07
2481,4465,In Transit,2023-05-31,
2482,6483,Delivered,2023-10-09,2023-10-16
2483,1072,Delivered,2024-07-26,2024-08-01
2484,7309,Delivered,2025-05-06,2025-05-15
2485,2910,Delivered,2023-05-20,2023-05-24
2486,3483,Delivered,2024-12-03,2024-12-07
2487,1491,Delayed,2023-07-22,2023-07-29
2488,1160,Delayed,2025-07-13,2025-07-21
2489,5244,Delivered,2024-02-27,2024-03-04
2490,166,Delivered,2023-09-05,2023-09-11
2491,4770,Delivered,2024-05-15,2024-05-19
2492,86,Failed,2024-01-04,
2493,6398,Delivered,2023-02-28,2023-03-07
2494,4917,Delivered,2026-01-25,2026-01-30
2495,6019,Delivered,2023-10-09,2023-10-14
2496,523,Delivered,2024-04-08,2024-04-13
2497,1968,Delivered,2024-03-16,2024-03-20
2498,7659,Delivered,2025-08-25,2025-09-01
2499,7008,Delayed,2024-08-07,2024-08-15
2500,4456,Delivered,2024-12-12,2024-12-22
2501,1345,Delivered,2024-02-27,2024-03-07
2502,4563,Delivered,2025-04-19,2025-04-25
2503,3620,Delivered,2025-07-29,2025-08-07
2504,9611,Delivered,2025-01-17,2025-01-19
2505,7256,Delivered,2024-09-12,2024-09-13
2506,9317,Delayed,2023-05-20,2023-05-25
2507,775,Delivered,2025-07-03,2025-07-08
2508,5074,Delivered,2023-10-09,2023-10-11
2509,7979,Delivered,2025-07-01,2025-07-10
2510,5403,Delivered,2023-04-02,2023-04-04
2511,4967,Delivered,2024-08-23,2024-08-28
2512,2552,Delivered,2024-02-07,2024-02-14
2513,1370,Delayed,2023-10-25,2023-11-02
2514,9623,Delivered,2024-10-31,2024-11-08
2515,2977,Delivered,2023-10-28,2023-11-05
2516,7682,Delivered,2026-01-31,2026-02-02
2517,7167,In Transit,2026-03-28,
2518,2222,Delivered,2025-11-02,2025-11-08
2519,3435,Delivered,2024-04-11,2024-04-18
2520,39,Delivered,2025-05-10,2025-05-16
2521,1646,Delivered,2023-08-05,2023-08-12
2522,2568,Delivered,2023-06-14,2023-06-15
2523,6357,Delivered,2024-06-11,2024-06-19
2524,8330,Delivered,2024-02-18,2024-02-23
2525,6475,Delivered,2026-02-16,2026-02-21
2526,6121,Delivered,2024-06-16,2024-06-18
2527,5857,In Transit,2025-10-29,
2528,6744,Delivered,2026-01-19,2026-01-23
2529,9645,Delivered,2025-02-08,2025-02-16
2530,7052,Delivered,2024-12-09,2024-12-13
2531,66,Delivered,2024-04-19,2024-04-28
2532,1711,Delivered,2024-04-14,2024-04-18
2533,4298,Delivered,2026-06-27,2026-07-03
2534,1907,In Transit,2026-03-30,
2535,3859,Delivered,2024-11-19,2024-11-24
2536,497,Delivered,2023-03-30,2023-03-31
2537,2836,Delivered,2025-12-30,2026-01-04
2538,7826,Failed,2025-07-06,
2539,4511,Delivered,2024-06-17,2024-06-18
2540,6338,Delivered,2024-01-27,2024-02-06
2541,4287,In Transit,2023-04-20,
2542,3610,In Transit,2024-03-21,
2543,384,Delivered,2026-04-24,2026-04-29
2544,9930,In Transit,2024-06-12,
2545,4694,In Transit,2024-06-02,
2546,9862,Delivered,2024-06-20,2024-06-30
2547,6709,In Transit,2024-01-10,
2548,7022,Delivered,2023-09-14,2023-09-17
2549,5284,Delivered,2025-07-17,2025-07-23
2550,3968,Delayed,2024-10-25,2024-11-01
2551,575,Delivered,2026-04-25,2026-05-05
2552,2704,Delivered,2023-09-28,2023-10-07
2553,5408,Delivered,2025-02-02,2025-02-11
2554,8515,Delivered,2025-10-28,2025-10-31
2555,9708,Delivered,2023-01-08,2023-01-11
2556,8299,Delivered,2025-04-17,2025-04-26
2557,5740,In Transit,2024-07-07,
2558,8013,Delivered,2024-12-14,2024-12-23
2559,9756,Delivered,2025-11-12,2025-11-15
2560,1114,Delivered,2024-03-11,2024-03-14
2561,7205,Delivered,2025-04-07,2025-04-08
2562,5537,In Transit,2024-12-08,
2563,3525,Delivered,2023-11-24,2023-11-29
2564,8764,Delivered,2025-08-26,2025-09-01
2565,9557,Failed,2025-09-25,
2566,7941,Delivered,2025-01-06,2025-01-15
2567,3249,Delivered,2023-09-07,2023-09-17
2568,1704,Delivered,2025-09-29,2025-10-06
2569,3304,Delivered,2024-09-03,2024-09-13
2570,3013,Delivered,2025-05-12,2025-05-19
2571,7221,Delayed,2023-09-07,2023-09-11
2572,3200,Delivered,2024-09-26,2024-10-06
2573,5925,Delayed,2024-02-11,2024-02-21
2574,695,Delivered,2024-04-13,2024-04-19
2575,7044,Delivered,2023-02-06,2023-02-08
2576,5946,Delivered,2024-07-29,2024-08-05
2577,7788,Delivered,2026-06-21,2026-06-27
